,tweet_id,favorite_count,retweet_count,retweet_status,url
1990,672125275208069120,2140,1007,Original tweet,https://t.co/LquQZiZjJP
1991,672095186491711488,889,330,Original tweet,https://t.co/ujnWy26RMe
1992,672082170312290304,848,324,Original tweet,https://t.co/WTJtf9O8Jg
1993,672068090318987265,1155,448,Original tweet,https://t.co/XkMtCGhr4a
1994,671896809300709376,7705,3718,Original tweet,https://t.co/eqmkr2gmPH
1995,671891728106971137,1185,494,Original tweet,https://t.co/dzZYx2NByW
1996,671882082306625538,3143,1234,Original tweet,https://t.co/Clg16EVy9O
1997,671879137494245376,1269,586,Original tweet,https://t.co/vPXKSaNsbE
1998,671874878652489728,1121,486,Original tweet,https://t.co/3J7wkwW4FG
1999,671866342182637568,1011,427,Original tweet,https://t.co/FWJQ1zQLiI
2000,671855973984772097,803,380,Original tweet,https://t.co/gpWLdbposg
2001,671789708968640512,6394,3041,Original tweet,https://t.co/SfPQ2KeLdq
2002,671768281401958400,1068,438,Original tweet,https://t.co/TASnD8Q08S
2003,671763349865160704,1505,794,Original tweet,https://t.co/m9NleZ1i80
2004,671744970634719232,1221,672,Original tweet,https://t.co/wwwYO9C9kl
2005,671743150407421952,679,206,Original tweet,https://t.co/2IslQ8ZSc7
2006,671735591348891648,1306,666,Original tweet,https://t.co/TON0Irzgwr
2007,671729906628341761,7601,3861,Original tweet,https://t.co/DaD5SyajWt
2008,671561002136281088,11531,6407,Original tweet,https://t.co/q6RsuOVYwU
2009,671550332464455680,818,188,Original tweet,s
2010,671547767500775424,1217,507,Original tweet,https://t.co/f99MV0htAV
2011,671544874165002241,1750,905,Original tweet,https://t.co/QVaEMsB9tS
2012,671542985629241344,975,494,Original tweet,https://t.co/zzueJV9jCF
2013,671538301157904385,843,340,Original tweet,https://t.co/fUuiyu2QTD
2014,671536543010570240,1054,352,Original tweet,https://t.co/1U5Ro5FA4c
2015,671533943490011136,908,507,Original tweet,https://t.co/pcx8jm1J1K
2016,671528761649688577,754,223,Original tweet,https://t.co/HwiLcDPaCi
2017,671520732782923777,1238,463,Original tweet,https://t.co/C7dPcCUNpF
2018,671518598289059840,843,256,Original tweet,https://t.co/nLQoltwEZ7
2019,671511350426865664,1439,614,Original tweet,https://t.co/OgDF2ES3Q9
2020,671504605491109889,6306,3178,Original tweet,https://t.co/mGW5c50mPA
2021,671497587707535361,835,401,Original tweet,https://t.co/EY1uZJUGYJ
2022,671488513339211776,892,423,Original tweet,https://t.co/CwUK5AIgeD
2023,671486386088865792,517,177,Original tweet,https://t.co/ympkwF65Dx
2024,671485057807351808,685,201,Original tweet,https://t.co/CqcRagJlyS
2025,671390180817915904,1294,665,Original tweet,https://t.co/U1mSS3Ykez
2026,671362598324076544,992,262,Original tweet,https://t.co/onC3uMpFF2
2027,671357843010908160,353,135,Original tweet,https://t.co/lS1TIDagIb
2028,671355857343524864,428,107,Original tweet,https://t.co/FoCULrC3rD
2029,671347597085433856,850,377,Original tweet,https://t.co/svlkUlg3NH
2030,671186162933985280,651,183,Original tweet,https://t.co/96tMaWyoWt
2031,671182547775299584,990,293,Original tweet,https://t.co/F7xwE0wmnu
2032,671166507850801152,788,308,Original tweet,https://t.co/gFl60yFJ0w
2033,671163268581498880,1474,980,Original tweet,https://t.co/U7DQQdZ0mX
2034,671159727754231808,318,70,Original tweet,https://t.co/iHLo9rGay1
2035,671154572044468225,632,191,Original tweet,https://t.co/RcksaUrGNu
2036,671151324042559489,595,133,Original tweet,https://t.co/NKHx0pcOii
2037,671147085991960577,592,197,Original tweet,https://t.co/34OhVhMkVr
2038,671141549288370177,1036,577,Original tweet,https://t.co/HYR611wiA4
2039,671138694582165504,829,352,Original tweet,https://t.co/ycVJyFFkES
2040,671134062904504320,659,168,Original tweet,https://t.co/BHxr9O7wJY
2041,671122204919246848,3120,2215,Original tweet,https://t.co/WzVLdSHJU7
2042,671115716440031232,1231,687,Original tweet,https://t.co/mZD7Bo7HfV
2043,671109016219725825,1024,385,Original tweet,https://t.co/sYi2G0he4H
2044,670995969505435648,981,250,Original tweet,https://t.co/N9W5L7BLTm
2045,670842764863651840,22337,7680,Original tweet,https://t.co/yfAAo1gdeY
2046,670840546554966016,524,168,Original tweet,https://t.co/jBnz3MjTzX
2047,670838202509447168,995,608,Original tweet,https://t.co/QY5uvMmmQk
2048,670833812859932673,382,110,Original tweet,https://t.co/459qWNnV3F
2049,670832455012716544,655,188,Original tweet,https://t.co/Hj2HtxpcSx
2050,670826280409919488,4924,3563,Original tweet,https://t.co/XOPXCSXiUT
2051,670823764196741120,681,163,Original tweet,https://t.co/m3ufSDwHHJ
2052,670822709593571328,547,84,Original tweet,https://t.co/yrqGyMZhW6
2053,670815497391357952,2815,1343,Original tweet,https://t.co/nLYruSMRe6
2054,670811965569282048,999,235,Original tweet,https://t.co/eYP9i9gfYn
2055,670807719151067136,1057,437,Original tweet,https://t.co/idzH8JH06g
2056,670804601705242624,1763,836,Original tweet,https://t.co/DM3ZP3AA7b
2057,670803562457407488,310,81,Original tweet,https://t.co/9ZuGAmLZDR
2058,670797304698376195,666,207,Original tweet,https://t.co/yqohZK4CL0
2059,670792680469889025,740,239,Original tweet,https://t.co/gTy4WMXu8l
2060,670789397210615808,593,211,Original tweet,https://t.co/RGcNPsmAfY
2061,670786190031921152,540,174,Original tweet,https://t.co/3r7wznfuoa
2062,670783437142401025,746,338,Original tweet,https://t.co/jxukeh2BeO
2063,670782429121134593,1375,671,Original tweet,https://t.co/6dioUL6gcP
2064,670780561024270336,713,254,Original tweet,https://t.co/Viu56hVhhP
2065,670778058496974848,302,63,Original tweet,https://t.co/4g5kFdxp6g
2066,670764103623966721,971,379,Original tweet,https://t.co/ZfS7chSsi7
2067,670755717859713024,396,91,Original tweet,https://t.co/F6bI9dF16E
2068,670733412878163972,862,454,Original tweet,https://t.co/NsDIt8Z80Z
2069,670727704916926465,746,318,Original tweet,https://t.co/SWnrQAFOtt
2070,670717338665226240,1070,425,Original tweet,https://t.co/W2MCt9pTed
2071,670704688707301377,697,324,Original tweet,https://t.co/I1lMUy1FqH
2072,670691627984359425,526,215,Original tweet,https://t.co/eCVj2xT59V
2073,670679630144274432,675,248,Original tweet,https://t.co/HMcD9SLOAN
2074,670676092097810432,218,36,Original tweet,https://t.co/IAc1QCczMc
2075,670668383499735048,9567,4397,Original tweet,https://t.co/NECxEHN5YU
2076,670474236058800128,1356,643,Original tweet,https://t.co/7JMAHdJ6A4
2077,670468609693655041,321,77,Original tweet,https://t.co/dupWSIpSrG
2078,670465786746662913,870,480,Original tweet,https://t.co/2BnCLtJMxD
2079,670452855871037440,496,178,Original tweet,https://t.co/35BcGFdEAK
2080,670449342516494336,1087,576,Original tweet,https://t.co/cixC0M3P1e
2081,670444955656130560,6131,1760,Original tweet,https://t.co/J5Mqn8VeYq
2082,670442337873600512,583,176,Original tweet,https://t.co/mzPoS9wCqp
2083,670435821946826752,953,448,Original tweet,https://t.co/sQuKwSKtDE
2084,670434127938719744,1273,569,Original tweet,https://t.co/cwoP1ftbrj
2085,670433248821026816,297,100,Original tweet,https://t.co/PXnCdz8qzK
2086,670428280563085312,1255,532,Original tweet,https://t.co/Fm1SvVLsad
2087,670427002554466305,471,143,Original tweet,https://t.co/CtuJoLHiDo
2088,670421925039075328,1161,559,Original tweet,https://t.co/tLRyYvCci3
2089,670420569653809152,549,272,Original tweet,https://t.co/Z5nqlfjYJi
2090,670417414769758208,510,290,Original tweet,https://t.co/Dfv2YaHPMn
2091,670411370698022913,1814,785,Original tweet,https://t.co/1DJfHmfBQN
2092,670408998013820928,494,193,Original tweet,https://t.co/LXVEHo9JMY
2093,670403879788544000,383,132,Original tweet,https://t.co/vSd1TWFK1I
2094,670385711116361728,501,179,Original tweet,https://t.co/MAZx8MPF0S
2095,670374371102445568,681,239,Original tweet,https://t.co/8yzgYzP94K
2096,670361874861563904,292,57,Original tweet,https://t.co/98ZBi6o4dj
2097,670338931251150849,383,96,Original tweet,https://t.co/iTc578yDmY
2098,670319130621435904,3518,1081,Original tweet,https://t.co/QnfO7HEQGA
2099,670303360680108032,394,111,Original tweet,https://t.co/yV3Qgjh8iN
2100,670290420111441920,630,253,Original tweet,https://t.co/orbkAq9kYF
2101,670093938074779648,923,284,Original tweet,https://t.co/vYs9IVzHY9
2102,670086499208155136,630,222,Original tweet,https://t.co/DuQXATW27f
2103,670079681849372674,1983,1074,Original tweet,https://t.co/Qvj4JZGdQD
2104,670073503555706880,1397,687,Original tweet,https://t.co/exGrzT9O88
2105,670069087419133954,562,208,Original tweet,https://t.co/pzrvc7wKGd
2106,670061506722140161,678,294,Original tweet,https://t.co/uQMFKv1vjn
2107,670055038660800512,601,285,Original tweet,https://t.co/0gY6XTOpn3
2108,670046952931721218,580,155,Original tweet,https://t.co/465sIBdvzU
2109,670040295598354432,674,99,Original tweet,https://t.co/5iYF0Ci0EK
2110,670037189829525505,529,243,Original tweet,https://t.co/rOTOteKx4q
2111,670003130994700288,297,81,Original tweet,https://t.co/3NTykJmtHt
2112,669993076832759809,293,71,Original tweet,https://t.co/kR1fqy4NKK
2113,669972011175813120,400,137,Original tweet,https://t.co/A6XnvxHiUQ
2114,669970042633789440,273,47,Original tweet,https://t.co/aeURGO9Qs8
2115,669942763794931712,447,138,Original tweet,https://t.co/1VJoY3OJ1F
2116,669926384437997569,343,82,Original tweet,https://t.co/9RYY2NtHDw
2117,669923323644657664,205,52,Original tweet,https://t.co/6GUGO7azNX
2118,669753178989142016,717,346,Original tweet,https://t.co/63jh1tYZa5
2119,669749430875258880,230,56,Original tweet,https://t.co/tbFaTUHLJB
2120,669684865554620416,456,75,Original tweet,0
2121,669683899023405056,344,96,Original tweet,https://t.co/NvKJRYDosA
2122,669682095984410625,316,117,Original tweet,https://t.co/RAwZvMKRZB
2123,669680153564442624,597,247,Original tweet,https://t.co/IQFZKNUlXx
2124,669661792646373376,724,373,Original tweet,https://t.co/ODnILTr4QM
2125,669625907762618368,3164,1591,Original tweet,https://t.co/eqeWw67oU7
2126,669603084620980224,862,320,Original tweet,https://t.co/MSIbWu4YYs
2127,669597912108789760,454,135,Original tweet,https://t.co/XmCvma01fF
2128,669583744538451968,1337,820,Original tweet,https://t.co/f8GXeDbFzu
2129,669573570759163904,394,121,Original tweet,https://t.co/UpFFYhA1Id
2130,669571471778410496,1430,897,Original tweet,https://t.co/fa7olwrF9Y
2131,669567591774625800,207,46,Original tweet,https://t.co/XPLB3eoXiX
2132,669564461267722241,344,105,Original tweet,https://t.co/eCRdwouKCl
2133,669393256313184256,320,62,Original tweet,https://t.co/juktj5qiaD
2134,669375718304980992,1194,641,Original tweet,https://t.co/ero0XfdGtY
2135,669371483794317312,442,150,Original tweet,https://t.co/fj4c170cxk
2136,669367896104181761,411,135,Original tweet,https://t.co/yoB0SM1AAP
2137,669363888236994561,563,203,Original tweet,https://t.co/jPkd7hhX7m
2138,669359674819481600,335,104,Original tweet,https://t.co/Eh2v0AyJbi
2139,669354382627049472,2417,1108,Original tweet,https://t.co/JtA1TG21Xx
2140,669353438988365824,571,232,Original tweet,https://t.co/qDS1aCqppv
2141,669351434509529089,385,160,Original tweet,https://t.co/zKNF77dxEA
2142,669328503091937280,918,372,Original tweet,https://t.co/0twoigv5jP
2143,669327207240699904,507,106,Original tweet,https://t.co/6WGFp9cuj6
2144,669324657376567296,445,184,Original tweet,https://t.co/R5Z6jBTdhc
2145,669216679721873412,1073,354,Original tweet,https://t.co/d8ybynaRwZ
2146,669214165781868544,392,138,Original tweet,https://t.co/cieaOI0RuT
2147,669203728096960512,903,413,Original tweet,https://t.co/HPoce45SI3
2148,669037058363662336,586,271,Original tweet,https://t.co/Lh1BsJrWPp
2149,669015743032369152,661,326,Original tweet,https://t.co/Jykq2iq3qN
2150,669006782128353280,520,211,Original tweet,https://t.co/k0ddVUWTcu
2151,669000397445533696,18915,5600,Original tweet,https://t.co/ixcuUYCbdD
2152,668994913074286592,393,195,Original tweet,https://t.co/w5oYFXi0uh
2153,668992363537309700,665,296,Original tweet,https://t.co/tiVuq6MNwl
2154,668989615043424256,604,292,Original tweet,https://t.co/1zBp1moFlX
2155,668988183816871936,811,395,Original tweet,https://t.co/bMhs18elNF
2156,668986018524233728,488,142,Original tweet,https://t.co/j0Wpa42KCH
2157,668981893510119424,493,263,Original tweet,https://t.co/0EJXxE9UxW
2158,668979806671884288,714,299,Original tweet,https://t.co/uxdOfblUB0
2159,668975677807423489,1165,507,Original tweet,https://t.co/LqAMlFVBoY
2160,668967877119254528,129,18,Original tweet,5
2161,668960084974809088,626,213,Original tweet,https://t.co/952hUV6RiK
2162,668955713004314625,244,64,Original tweet,https://t.co/Dmy2mY2Qj5
2163,668932921458302977,230,51,Original tweet,https://t.co/rcrKkL7eB6
2164,668902994700836864,280,88,Original tweet,https://t.co/UqCvpSgMJe
2165,668892474547511297,361,128,Original tweet,https://t.co/HyDpTU5Jhj
2166,668872652652679168,479,269,Original tweet,https://t.co/up0MHRxelf
2167,668852170888998912,415,140,Original tweet,https://t.co/OmxouCZ8IY
2168,668826086256599040,388,116,Original tweet,https://t.co/Ko7eCsFpnI
2169,668815180734689280,504,229,Original tweet,https://t.co/IGmVbz07tZ
2170,668779399630725120,642,327,Original tweet,https://t.co/YVAJgWHzPW
2171,668655139528511488,482,192,Original tweet,https://t.co/mwnBN6ZkPt
2172,668645506898350081,788,464,Original tweet,https://t.co/70X1TIXn38
2173,668643542311546881,794,454,Original tweet,https://t.co/IiSdmhkC5N
2174,668641109086707712,956,474,Original tweet,https://t.co/pKJK23j0QZ
2175,668636665813057536,930,437,Original tweet,https://t.co/EM5fDykrJg
2176,668633411083464705,2499,1400,Original tweet,https://t.co/k8P6FZlzAG
2177,668631377374486528,631,284,Original tweet,https://t.co/fvVNScw8VH
2178,668627278264475648,284,98,Original tweet,https://t.co/3FuNbzyPwo
2179,668625577880875008,336,112,Original tweet,https://t.co/0zBycaxyvs
2180,668623201287675904,1265,656,Original tweet,https://t.co/TIhVKEIPqj
2181,668620235289837568,184,35,Original tweet,https://t.co/AGyogHtmXx
2182,668614819948453888,549,276,Original tweet,https://t.co/2Su7gmsnZm
2183,668587383441514497,1493,935,Original tweet,https://t.co/roqIxCvEB3
2184,668567822092664832,209,48,Original tweet,https://t.co/81kzPgqjQ3
2185,668544745690562560,459,201,Original tweet,https://t.co/ALNyYuGui7
2186,668542336805281792,407,183,Original tweet,https://t.co/VvYVbsi6c3
2187,668537837512433665,229,62,Original tweet,https://t.co/stEodX9Aba
2188,668528771708952576,413,194,Original tweet,https://t.co/zpdBQCcYgW
2189,668507509523615744,285,89,Original tweet,https://t.co/HvNg9JWxFt
2190,668496999348633600,365,116,Original tweet,https://t.co/Edy7B5vOp2
2191,668484198282485761,377,209,Original tweet,https://t.co/uXgmECGYEB
2192,668480044826800133,407,128,Original tweet,https://t.co/be3zMW0Qj5
2193,668466899341221888,783,447,Original tweet,https://t.co/YOHe6lf09m
2194,668297328638447616,564,258,Original tweet,https://t.co/P8bivfp5sU
2195,668291999406125056,216,28,Original tweet,https://t.co/fM0KXns7Or
2196,668286279830867968,446,120,Original tweet,https://t.co/C8U6cxI1Jc
2197,668274247790391296,734,202,Original tweet,https://t.co/3j9kZRcpVB
2198,668268907921326080,494,208,Original tweet,https://t.co/aeZykWwiJN
2199,668256321989451776,1163,525,Original tweet,https://t.co/L6qAEV5PAd
2200,668248472370458624,855,412,Original tweet,https://t.co/1XYRh8N00K
2201,668237644992782336,5525,2473,Original tweet,https://t.co/TnSRDqYO5i
2202,668226093875376128,256,86,Original tweet,https://t.co/jWVwSppaa2
2203,668221241640230912,459,174,Original tweet,https://t.co/4pw1QQ6udh
2204,668204964695683073,497,176,Original tweet,https://t.co/4ilfcR5SlK
2205,668190681446379520,582,173,Original tweet,https://t.co/2wm0POA9N2
2206,668171859951755264,434,162,Original tweet,https://t.co/XpseHBlAAb
2207,668154635664932864,447,278,Original tweet,https://t.co/79sHR36NsI
2208,668142349051129856,515,243,Original tweet,https://t.co/DnhUw0aBM2
2209,668113020489474048,596,209,Original tweet,https://t.co/GCJzm3YsfX
2210,667937095915278337,1120,703,Original tweet,https://t.co/x89NSCEZCq
2211,667924896115245057,268,97,Original tweet,https://t.co/fW6kIPFGD2
2212,667915453470232577,188,48,Original tweet,https://t.co/tIaaBIMlJN
2213,667911425562669056,435,253,Original tweet,https://t.co/SyMoWrp368
2214,667902449697558528,771,343,Original tweet,https://t.co/sJeHdGUt0W
2215,667886921285246976,1667,926,Original tweet,https://t.co/MT7Q4aDQS1
2216,667885044254572545,740,409,Original tweet,https://t.co/7rkYZQdKEd
2217,667878741721415682,351,103,Original tweet,https://t.co/LvP1TTYSCN
2218,667873844930215936,560,350,Original tweet,https://t.co/ODqrL3zXYE
2219,667866724293877760,2748,912,Original tweet,https://t.co/SBmWbfAg6X
2220,667861340749471744,222,71,Original tweet,https://t.co/J4GnJ5Swba
2221,667832474953625600,261,55,Original tweet,https://t.co/z1xPTgVLc7
2222,667806454573760512,941,427,Original tweet,https://t.co/TBmDJXJB75
2223,667801013445750784,289,83,Original tweet,https://t.co/SVMF4Frf1w
2224,667793409583771648,618,289,Original tweet,https://t.co/s1z7mX4c9O
2225,667782464991965184,366,212,Original tweet,https://t.co/BY8nQAMz0x
2226,667773195014021121,210,45,Original tweet,https://t.co/ZU0i0KJyqD
2227,667766675769573376,383,190,Original tweet,https://t.co/3Bbba7y8Xe
2228,667728196545200128,329,128,Original tweet,https://t.co/LwrCwlWwPB
2229,667724302356258817,433,275,Original tweet,https://t.co/0nIxPTDWAZ
2230,667550904950915073,0,29,Original tweet,https://t.co/uarnTjBeVA
2231,667550882905632768,0,26,Original tweet,https://t.co/r7XzeQZWzb
2232,667549055577362432,5172,1985,Original tweet,https://t.co/i9iSGNn3fx
2233,667546741521195010,305,110,Original tweet,https://t.co/afRtVsoIIb
2234,667544320556335104,770,467,Original tweet,https://t.co/8zcwIoiuqR
2235,667538891197542400,177,58,Original tweet,https://t.co/IQTOMqDUIe
2236,667534815156183040,729,456,Original tweet,https://t.co/CpPxD28IpV
2237,667530908589760512,418,208,Original tweet,https://t.co/xoRWyQTcmy
2238,667524857454854144,1524,985,Original tweet,https://t.co/seESNzgsdm
2239,667517642048163840,334,167,Original tweet,https://t.co/fh5KflzBR0
2240,667509364010450944,6149,1881,Original tweet,https://t.co/0aDF62KVP7
2241,667502640335572993,489,195,Original tweet,https://t.co/n5Wtb5Hvsl
2242,667495797102141441,463,233,Original tweet,https://t.co/5NhPV8E45i
2243,667491009379606528,465,194,Original tweet,https://t.co/ITxxcc4v9y
2244,667470559035432960,225,85,Original tweet,https://t.co/J4vn2rOYFk
2245,667455448082227200,172,53,Original tweet,https://t.co/uLzRi1drVK
2246,667453023279554560,284,75,Original tweet,https://t.co/6uLCWR9Efa
2247,667443425659232256,688,502,Original tweet,https://t.co/rqO4I3nf2N
2248,667437278097252352,402,208,Original tweet,https://t.co/97HuBrVuOx
2249,667435689202614272,273,78,Original tweet,https://t.co/PQni2sjPsm
2250,667405339315146752,419,199,Original tweet,https://t.co/3Fm9PwLju1
2251,667393430834667520,172,50,Original tweet,https://t.co/A37eGLz5WS
2252,667369227918143488,332,146,Original tweet,https://t.co/LEaviT37v1
2253,667211855547486208,433,213,Original tweet,https://t.co/azEoGqVonH
2254,667200525029539841,554,230,Original tweet,https://t.co/60xYFRATPZ
2255,667192066997374976,338,87,Original tweet,https://t.co/QCugm5ydl6
2256,667188689915760640,654,342,Original tweet,https://t.co/8uCMwS9CbV
2257,667182792070062081,12710,5358,Original tweet,https://t.co/s2yYuHabWl
2258,667177989038297088,169,49,Original tweet,https://t.co/jpaeu6LNmW
2259,667176164155375616,533,394,Original tweet,https://t.co/PZxSarAfSN
2260,667174963120574464,221,70,Original tweet,https://t.co/fGDWgukcBs
2261,667171260800061440,188,72,Original tweet,https://t.co/6RHNRsByOY
2262,667165590075940865,2401,989,Original tweet,https://t.co/li2XYBVuAY
2263,667160273090932737,225,53,Original tweet,https://t.co/DKhgkMx4N1
2264,667152164079423490,42786,14818,Original tweet,https://t.co/h9R0EwKd9X
2265,667138269671505920,4065,1900,Original tweet,https://t.co/0DvHAMdA4V
2266,667119796878725120,292,110,Original tweet,https://t.co/3LZrJzg3BJ
2267,667090893657276420,294,107,Original tweet,https://t.co/Ks0jZtdIrr
2268,667073648344346624,358,105,Original tweet,https://t.co/DPSamreuRq
2269,667070482143944705,73,13,Original tweet,0
2270,667065535570550784,145,40,Original tweet,https://t.co/7JdgVqDnvR
2271,667062181243039745,195,45,Original tweet,https://t.co/tz1lpuvXLA
2272,667044094246576128,165,43,Original tweet,https://t.co/QZAnwgnOMB
2273,667012601033924608,401,191,Original tweet,https://t.co/bATAbPNv0m
2274,666996132027977728,216,80,Original tweet,https://t.co/SVpNbhaIMk
2275,666983947667116034,2279,856,Original tweet,https://t.co/cyDfaK8NBc
2276,666837028449972224,713,478,Original tweet,https://t.co/xYGdBrMS9h
2277,666835007768551424,186,68,Original tweet,https://t.co/ZnEMHBsAs1
2278,666826780179869698,224,81,Original tweet,https://t.co/V6ZzG45zzG
2279,666817836334096384,451,216,Original tweet,https://t.co/8whlkYw3mO
2280,666804364988780544,207,79,Original tweet,https://t.co/RdKbAOEpDK
2281,666786068205871104,667,418,Original tweet,https://t.co/EIn5kElY1S
2282,666781792255496192,333,170,Original tweet,https://t.co/uEvsGLOFHa
2283,666776908487630848,308,150,Original tweet,https://t.co/XNGeDwrtYH
2284,666739327293083650,211,60,Original tweet,https://t.co/tI3uFLDHBI
2285,666701168228331520,375,185,Original tweet,https://t.co/uQbZJM2DQB
2286,666691418707132416,161,42,Original tweet,https://t.co/bg4TqvvkuF
2287,666649482315059201,1004,538,Original tweet,https://t.co/vXMKrJC81s
2288,666644823164719104,212,71,Original tweet,https://t.co/LEkZjZxESQ
2289,666454714377183233,450,184,Original tweet,https://t.co/uPqPeXAcua
2290,666447344410484738,92,19,Original tweet,https://t.co/kH60oka1HW
2291,666437273139982337,106,41,Original tweet,https://t.co/7LtjBS0GPK
2292,666435652385423360,140,42,Original tweet,https://t.co/GlFZPzqcEU
2293,666430724426358785,280,166,Original tweet,https://t.co/yECbFrSArM
2294,666428276349472768,140,67,Original tweet,https://t.co/NMQq6HIglK
2295,666421158376562688,279,94,Original tweet,https://t.co/YMcrXC2Y6R
2296,666418789513326592,109,39,Original tweet,https://t.co/qXpcwENTvn
2297,666411507551481857,378,268,Original tweet,https://t.co/aMCTNWO94t
2298,666407126856765440,93,30,Original tweet,https://t.co/LopTBkKa8h
2299,666396247373291520,149,69,Original tweet,https://t.co/Dc7b0E8qFE
2300,666373753744588802,164,74,Original tweet,https://t.co/uHXrPkUEyl
2301,666362758909284353,660,477,Original tweet,https://t.co/XMD9CwjEnM
2302,666353288456101888,181,58,Original tweet,https://t.co/tltQ5w9aUO
2303,666345417576210432,253,126,Original tweet,https://t.co/VFKG1vxGjB
2304,666337882303524864,168,80,Original tweet,https://t.co/QpRjllzWAL
2305,666293911632134144,435,298,Original tweet,https://t.co/IIXis0zta0
2306,666287406224695296,125,57,Original tweet,https://t.co/d9NcXFKwLv
2307,666273097616637952,153,68,Original tweet,https://t.co/ws2AMaNwPW
2308,666268910803644416,100,38,Original tweet,https://t.co/0yxApIikpk
2309,666104133288665088,13065,5563,Original tweet,https://t.co/Asgdc6kuLX
2310,666102155909144576,67,11,Original tweet,https://t.co/11LvqN4WLq
2311,666099513787052032,136,54,Original tweet,https://t.co/Ri4nMTLq5C
2312,666094000022159362,145,64,Original tweet,https://t.co/mnioXo3IfP
2313,666082916733198337,96,38,Original tweet,https://t.co/3RU6x0vHB7
2314,666073100786774016,275,134,Original tweet,https://t.co/Yk6GHE9tOY
2315,666071193221509120,129,51,Original tweet,https://t.co/ZoL8kq2XFx
2316,666063827256086533,408,181,Original tweet,https://t.co/RhUEAloehK
2317,666058600524156928,101,47,Original tweet,https://t.co/pYAJkAe76p
2318,666057090499244032,254,113,Original tweet,https://t.co/yWBqbrzy8O
2319,666055525042405380,375,200,Original tweet,https://t.co/rdivxLiqEt
2320,666051853826850816,1044,720,Original tweet,https://t.co/v5A4vzSDdc
2321,666050758794694657,118,50,Original tweet,https://t.co/fvIbQfHjIe
2322,666049248165822465,91,37,Original tweet,https://t.co/4B7cOc1EDq
2323,666044226329800704,250,117,Original tweet,https://t.co/DWnyCjf2mx
2324,666033412701032449,101,36,Original tweet,https://t.co/y671yMhoiR
2325,666029285002620928,115,39,Original tweet,https://t.co/r7mOb2m0UI
2326,666020888022790149,2315,427,Original tweet,https://t.co/BLDqew2Ijj
